sport,epreuve,classement,medaille,equipe,participant,resultats,note
Judo,100kg h,22,=17,XXB,Adnan KHANKAN,,
Judo,100kg h,23,=17,MGL,Gonchigsuren BATKHUYAG,,
Judo,100kg h,24,=17,SRB,Aleksandar KUKOLJ,,
Judo,100kg h,25,=17,TJK,Dzhakhongir MADZHIDOV,,
Tir-a-l-arc,Equipe mixte,1,O,KOR,Sihyeon LIM / Woojin KIM,,
Tir-a-l-arc,Equipe mixte,2,A,GER,Michelle KROPPEN / Florian UNRUH,,
Tir-a-l-arc,Equipe mixte,3,B,USA,Casey KAUFHOLD / Brady ELLISON,,
Tir-a-l-arc,Equipe mixte,4,4,IND,Ankita BHAKAT / Dhiraj BOMMADEVARA,,
Tir-a-l-arc,Equipe mixte,5,5,JPN,Satsuki NODA / Junya NAKANISHI,,
Tir-a-l-arc,Equipe mixte,6,6,ESP,Elia CANALES / Pablo ACHA GONZALEZ,,
Tir-a-l-arc,Equipe mixte,7,7,ITA,Chiara REBAGLIATI / Mauro NESPOLI,,
Tir-a-l-arc,Equipe mixte,8,8,MEX,Alejandra VALENCIA / Matias GRANDE,,
Tir-a-l-arc,Equipe mixte,9,=9,BRA,Ana Luiza SLIACHTICAS CAETANO / Marcus D'ALMEIDA,,
Tir-a-l-arc,Equipe mixte,10,=9,CHN,Xiaolei YANG / Yan WANG,,
Tir-a-l-arc,Equipe mixte,11,=9,COL,Ana Maria RENDON / Santiago ARCILA,,
Tir-a-l-arc,Equipe mixte,12,=9,FRA,Lisa BARBELIN / Baptiste ADDIS,,
Tir-a-l-arc,Equipe mixte,13,=9,INA,Diananda CHOIRUNISA / Arif DWI PANGESTU,,
Tir-a-l-arc,Equipe mixte,14,=9,TPE,Chien-Ying LE / Yu-Hsuan TAI,,
Tir-a-l-arc,Equipe mixte,15,=9,TUR,Elif Berra GOKKIR / Mete GAZOZ,,
Tir-a-l-arc,Equipe mixte,16,=9,UZB,Ziyodakhon ABDUSATTOROVA / Amirkhon SADIKOV,,
Tir-a-l-arc,Equipe mixte,17,17,NED,Gabriela BAYARDO / Steve WIJLER,,
Tir-a-l-arc,Equipe mixte,18,18,ISR,Mikaella MOSHE / Roy DROR,,
Tir-a-l-arc,Equipe mixte,19,19,GBR,Bryony PITMAN / Alex WISE,,
Tir-a-l-arc,Equipe mixte,20,20,CAN,Virginie CHENIER / Eric PETERS,,
Tir-a-l-arc,Equipe mixte,21,21,UKR,Veronika MARCHENKO / Mykhailo USACH,,
Tir-a-l-arc,Equipe mixte,22,22,MDA,Alexandra MIRCA / Dan OLARU,,
Tir-a-l-arc,Equipe mixte,23,23,SLO,Zana PINTARIC / Ziga RAVNIKAR,,
Tir-a-l-arc,Equipe mixte,24,24,VIE,Nguyet DO THI ANH / Quoc Phong LE,,
Tir-a-l-arc,Equipe mixte,25,25,CZE,Marie HORACKOVA / Adam LI,,
Tir-a-l-arc,Equipe mixte,26,26,AUS,Laura PAEGLIS / Peter BOUKOUVALAS,,
Tir-a-l-arc,Equipe mixte,27,27,EGY,Jana ALI / Youssof TOLBA,,
Natation,200m dos hommes,1,O,HUN,Hubert KOS,1:54.26,
Natation,200m dos hommes,2,A,GRE,Apostolos CHRISTOU,1:54.82,
Natation,200m dos hommes,3,B,SUI,Roman MITYUKOV,1:54.85,
Natation,200m dos hommes,4,4,FRA,Mewen TOMAC,1:55.38,
Natation,200m dos hommes,5,5,USA,Keaton JONES,1:55.39,
Natation,200m dos hommes,6,6,ESP,Hugo GONZALEZ DE OLIVEIRA,1:55.47,
Natation,200m dos hommes,7,7,RSA,Pieter COETZE,1:55.60,
Natation,200m dos hommes,8,8,GER,Lukas MARTENS,1:55.97,
Natation,200m dos hommes,9,9,ITA,Thomas CECCON,,
Natation,200m dos hommes,10,10,USA,Ryan MURPHY,,
Natation,200m dos hommes,11,11,KOR,Juho LEE,,
Natation,200m dos hommes,12,12,GBR,Oliver MORGAN,,
Natation,200m dos hommes,13,13,HUN,Adam TELEGDY,,
Natation,200m dos hommes,14,14,GRE,Apostolos SISKOS,,
Natation,200m dos hommes,15,15,JPN,Hidekazu TAKEHARA,,
Natation,200m dos hommes,16,16,FRA,Yohann NDOYE-BROUARD,,
Natation,200m dos hommes,17,17,POL,Ksawery MASIUK,,
Natation,200m dos hommes,18,18,AUS,Se-Bom LEE,,
Natation,200m dos hommes,19,19,CAN,Blake TIERNEY,,
Natation,200m dos hommes,20,20,UKR,Oleksandr ZHELTIAKOV,,
Natation,200m dos hommes,21,21,NZL,Kane FOLLOWS,,
Natation,200m dos hommes,22,22,ISR,David GERCHIK,,
Natation,200m dos hommes,23,23,NED,Kai VAN WESTERING,,
Natation,200m dos hommes,24,24,ITA,Matteo RESTIVO,,
Natation,200m dos hommes,25,25,AUS,Bradley WOODWARD,,
Natation,200m dos hommes,26,26,PUR,Yeziel MORALES,,
Natation,200m dos hommes,27,27,SUD,Ziyad SALEEM,,
Natation,200m dos hommes,28,28,ZIM,Denilson CYPRIANOS,,
Natation,200m dos hommes,29,29,CHN,Jiayu XU,,
Natation,200m dos hommes,30,30,GBR,Luke GREENBANK,,
Judo,73kg h,1,O,AZE,Hidayat HEYDAROV,,
Judo,73kg h,2,A,FRA,Joan-Benjamin GABA,,
Judo,73kg h,3,B,MDA,Adil OSMANOV,,
Judo,73kg h,4,B,JPN,Soichi HASHIMOTO,,
Judo,73kg h,5,=5,ITA,Manuel LOMBARDO,,
Judo,73kg h,6,=5,KOS,Akil GJAKOVA,,
Judo,73kg h,7,=7,CAN,Arthur MARGELIDON,,
Judo,73kg h,8,=7,MGL,Erdenebayar BATZAYA,,
Judo,73kg h,9,=9,AUT,Samuel GASSNER,,
Judo,73kg h,10,=9,BUL,Mark HRISTOV,,
Judo,73kg h,11,=9,ESP,Salvador CASES ROCA,,
Judo,73kg h,12,=9,GER,Igor WANDTKE,,
Judo,73kg h,13,=9,ISR,Tohar BUTBUL,,
Judo,73kg h,14,=9,TAN,Andrew Thomas MLUGU,,
Judo,73kg h,15,=9,THA,Masayuki TERADA,,
Judo,73kg h,16,=9,UZB,Murodjon YULDOSHEV,,
Judo,73kg h,17,=17,BRA,Daniel CARGNIN,,
Judo,73kg h,18,=17,DJI,Aden-Alexandre HOUSSEIN,,
Judo,73kg h,19,=17,GAM,Faye NJIE,,
Judo,73kg h,20,=17,GEO,Lasha SHAVDATUASHVILI,,
Judo,73kg h,21,=17,HAI,Philippe Abel METELLUS,,
Judo,73kg h,22,=17,KAZ,Daniyar SHAMSHAYEV,,
Judo,73kg h,23,=17,POL,Adam STODOLSKI,,
Judo,73kg h,24,=17,SAM,William TAI TIN,,
Judo,73kg h,25,=17,STP,Roldeney DE OLIVEIRA,,
Judo,73kg h,26,=17,SUI,Nils STUMP,,
Judo,73kg h,27,=17,SYR,Hasan BAYAN,,
Judo,73kg h,28,=17,TJK,Behruzi KHOJAZODA,,
Judo,73kg h,29,=17,USA,Jack YONEZUKA,,
Judo,73kg h,30,,ALG,Messaoud Redouane DRIS,,
Athletisme,10 000m femmes,1,O,KEN,Beatrice CHEBET,30:43.25,
Athletisme,10 000m femmes,2,A,ITA,Nadia BATTOCLETTI,30:43.35,
Athletisme,10 000m femmes,3,B,NED,Sifan HASSAN,30:44.12,
Athletisme,10 000m femmes,4,4,KEN,Margaret Chelimo KIPKEMBOI,30:44.58,
Athletisme,10 000m femmes,5,5,KEN,Lilian Kasait RENGERUK,30:45.04,
Athletisme,10 000m femmes,6,6,ETH,Gudaf TSEGAY,30:45.21,
Athletisme,10 000m femmes,7,7,ETH,Fotyen TESFAY,30:46.93,
Athletisme,10 000m femmes,8,8,USA,Weini KELATI FREZGHI,30:49.98,
Athletisme,10 000m femmes,9,9,USA,Karissa SCHWEIZER,30:51.99,
Athletisme,10 000m femmes,10,10,ETH,Tsigie GEBRESELAMA,30:54.57,
Athletisme,10 000m femmes,11,11,USA,Parker Alys VALBY,30:59.28,
Athletisme,10 000m femmes,12,12,UGA,Sarah CHELANGAT,31:02.37,
Athletisme,10 000m femmes,13,13,AUS,Lauren RYAN,31:13.25,
Athletisme,10 000m femmes,14,14,BDI,Francine NIYOMUKUNZI,31:17.02,
Athletisme,10 000m femmes,15,15,GBR,Eilish MCCOLGAN,31:20.51,
Athletisme,10 000m femmes,16,16,NED,Diane VAN ES,31:25.51,
Athletisme,10 000m femmes,17,17,KAZ,Daisy JEPKEMEI,31:26.55,
Athletisme,10 000m femmes,18,18,JPN,Rino GOSHIMA,31:29.48,
Athletisme,10 000m femmes,19,19,JPN,Haruka KOKAI,31:44.03,
Athletisme,10 000m femmes,20,20,SLO,Klara LUKAN,31:45.15,
Athletisme,10 000m femmes,21,21,UGA,Annet Chemengich CHELANGAT,31:50.41,
Athletisme,10 000m femmes,22,22,JPN,Yuka TAKASHIMA,31:52.07,
Athletisme,10 000m femmes,23,23,GBR,Megan KEITH,33:19.92,
Athletisme,10 000m femmes,24,,ERI,Rahel DANIEL,N'a pas terminé,
Athletisme,10 000m femmes,25,,FRA,Alessia ZARBO,N'a pas terminé,
Tennis,Double hommes,1,O,AUS,Matthew EBDEN / John PEERS,,
Tennis,Double hommes,2,A,USA,Austin KRAJICEK / Rajeev RAM,,
Tennis,Double hommes,3,B,USA,Taylor FRITZ / Tommy PAUL,,
Tennis,Double hommes,4,4,CZE,Tomas MACHAC / Adam PAVLASEK,,
Tennis,Double hommes,5,=5,ESP,Carlos ALCARAZ / Rafael NADAL,,
Tennis,Double hommes,6,=5,GBR,Daniel EVANS / Andy MURRAY,,
Tennis,Double hommes,7,=5,GER,Dominik KOEPFER / Jan-Lennard STRUFF,,
Tennis,Double hommes,8,=5,GER,Kevin KRAWIETZ / Tim PUETZ,,
Tennis,Double hommes,9,=9,POR,Nuno BORGES / Francisco CABRAL,,
Tennis,Double hommes,10,=9,ESP,Pablo CARRENO BUSTA / Marcel GRANOLLERS,,
Tennis,Double hommes,11,=9,BEL,Sander GILLE / Joran VLIEGEN,,
Tennis,Double hommes,12,=9,NED,Tallon GRIEKSPOOR / Wesley KOOLHOF,,
Tennis,Double hommes,13,=9,NED,Robin HAASE / Jean-Julien ROJER,,
Tennis,Double hommes,14,=9,CHI,Nicolas JARRY / Alejandro TABILO,,
Tennis,Double hommes,15,=9,FRA,Gael MONFILS / Edouard ROGER-VASSELIN,,
Tennis,Double hommes,16,=9,BRA,Thiago MONTEIRO / Thiago SEYBOTH WILD,,
Tennis,Double hommes,17,=17,CAN,Felix AUGER-ALIASSIME / Milos RAONIC,,
Tennis,Double hommes,18,=17,IND,Nsriram BALAJI / Rohan BOPANNA,,
Tennis,Double hommes,19,=17,ITA,Simone BOLELLI / Andrea VAVASSORI,,
Tennis,Double hommes,20,=17,KAZ,Alexander BUBLIK / Aleksandr NEDOVYESOV,,
Tennis,Double hommes,21,=17,JPN,Taro DANIEL / Kei NISHIKORI,,
Tennis,Double hommes,22,=17,ITA,Luciano DARDERI / Lorenzo MUSETTI,,
Tennis,Double hommes,23,=17,ARG,Tomas Martin ETCHEVERRY / Mariano NAVONE,,
Tennis,Double hommes,24,=17,FRA,Arthur FILS / Ugo HUMBERT,,
Tennis,Double hommes,25,=17,HUN,Marton FUCSOVICS / Fabian MAROZSAN,,
Tennis,Double hommes,26,=17,ARG,Maximo GONZALEZ / Andres MOLTENI,,
Tennis,Double hommes,27,=17,LBN,Hady HABIB / Benjamin HASSAN,,
Tennis,Double hommes,28,=17,MIX,Daniil MEDVEDEV / Roman SAFIULLIN,,
Tennis,Double hommes,29,=17,CRO,Nikola MEKTIC / Mate PAVIC,,
Tennis,Double hommes,30,=17,AUS,Alexei POPYRIN / Alex DE MINAUR,,
Tennis,Double hommes,31,=17,GBR,Joe SALISBURY / Neal SKUPSKI,,
Tennis,Double hommes,32,=17,GRE,Petros TSITSIPAS / Stefanos TSITSIPAS,,
Aviron,Quatre sans barreur femmes,1,O,N/A,Pays-Bas,,
Aviron,Quatre sans barreur femmes,2,A,N/A,Grande-Bretagne,,
Aviron,Quatre sans barreur femmes,3,B,N/A,Nouvelle-Zélande,,
Aviron,Quatre sans barreur femmes,4,4,N/A,Roumanie,,
Aviron,Quatre sans barreur femmes,5,5,N/A,États-Unis d'Amérique,,
Aviron,Quatre sans barreur femmes,6,6,N/A,République populaire de Chine,,
Aviron,Quatre sans barreur femmes,7,7,N/A,Irlande,,
Aviron,Quatre sans barreur femmes,8,8,N/A,Danemark,,
Aviron,Quatre sans barreur femmes,9,9,N/A,Australie,,
Escalade,Bloc et difficulte hommes,1,O,GBR,Toby ROBERTS,,
Escalade,Bloc et difficulte hommes,2,A,JPN,Sorato ANRAKU,,
Escalade,Bloc et difficulte hommes,3,B,AUT,Jakob SCHUBERT,,
Escalade,Bloc et difficulte hommes,4,4,USA,Colin DUFFY,,
Escalade,Bloc et difficulte hommes,5,5,GBR,Hamish MCARTHUR,,
Escalade,Bloc et difficulte hommes,6,6,CZE,Adam ONDRA,,
Escalade,Bloc et difficulte hommes,7,7,ESP,Alberto GINES LOPEZ,,
Escalade,Bloc et difficulte hommes,8,8,FRA,Paul JENFT,,
Escalade,Bloc et difficulte hommes,9,9,GER,Yannick FLOHE,,
Escalade,Bloc et difficulte hommes,10,10,JPN,Tomoa NARASAKI,,
Escalade,Bloc et difficulte hommes,11,11,FRA,Sam AVEZOU,,
Escalade,Bloc et difficulte hommes,12,12,CHN,Yufei PAN,,
Escalade,Bloc et difficulte hommes,13,13,GER,Alexander MEGOS,,
Escalade,Bloc et difficulte hommes,14,14,BEL,Hannes VAN DUYSEN,,
Escalade,Bloc et difficulte hommes,15,15,KOR,Dohyun LEE,,
Escalade,Bloc et difficulte hommes,16,16,SLO,Luka POTOCAR,,
Escalade,Bloc et difficulte hommes,17,17,SUI,Sascha LEHMANN,,
Escalade,Bloc et difficulte hommes,18,18,USA,Jesse GRUPPER,,
Escalade,Bloc et difficulte hommes,19,19,AUS,Campbell HARRISON,,
Escalade,Bloc et difficulte hommes,20,20,RSA,Mel JANSE VAN RENSBURG,,
Athletisme,Saut a la perche hommes,1,O,SWE,Armand DUPLANTIS,6.25,
Athletisme,Saut a la perche hommes,2,A,USA,Sam KENDRICKS,5.95,
Athletisme,Saut a la perche hommes,3,B,GRE,Emmanouil KARALIS,5.90,
Athletisme,Saut a la perche hommes,4,4,PHI,Ernest John OBIENA,5.90,
Athletisme,Saut a la perche hommes,5,5,TUR,Ersu SASMA,5.85,
Athletisme,Saut a la perche hommes,6,6,AUS,Kurtis MARSCHALL,5.85,
Athletisme,Saut a la perche hommes,7,7,CHN,Bokai HUANG,5.80,
Athletisme,Saut a la perche hommes,8,8,NOR,Sondre GUTTORMSEN,5.80,
Athletisme,Saut a la perche hommes,9,=9,GER,Bo Kanda LITA BAEHRE,5.70,
Athletisme,Saut a la perche hommes,10,=9,GER,Oleg ZERNIKEL,5.70,
Athletisme,Saut a la perche hommes,11,11,NED,Menno VLOON,5.70,
Athletisme,Saut a la perche hommes,12,12,LAT,Valters KREISS,5.50,
Athletisme,Saut a la perche hommes,13,,FRA,Anthony AMMIRATI,,
Athletisme,Saut a la perche hommes,14,,POL,Piotr LISEK,,
Athletisme,Saut a la perche hommes,15,,BEL,Ben BROEDERS,,
Athletisme,Saut a la perche hommes,16,,NOR,Simen GUTTORMSEN,,
Athletisme,Saut a la perche hommes,17,,USA,Christopher NILSEN,,
Athletisme,Saut a la perche hommes,18,,CHN,Jie YAO,,
Athletisme,Saut a la perche hommes,19,,ITA,Claudio Michel STECCHI,,
Athletisme,Saut a la perche hommes,20,,USA,Jacob WOOTEN,,
Athletisme,Saut a la perche hommes,21,,GER,Torben BLECH,,
Athletisme,Saut a la perche hommes,22,,CHN,Tao ZHONG,,
Athletisme,Saut a la perche hommes,23,,CZE,Matej SCERBA,,
Athletisme,Saut a la perche hommes,24,,POR,Pedro BUARO,,
Athletisme,Saut a la perche hommes,25,,CZE,David HOLY,,
Athletisme,Saut a la perche hommes,26,,POL,Robert SOBERA,,
Athletisme,Saut a la perche hommes,27,,FRA,Robin EMIG,,
Athletisme,Saut a la perche hommes,28,,FRA,Thibaut COLLET,,
Athletisme,Saut a la perche hommes,29,,FIN,Urho KUJANPAA,,
Athletisme,Saut a la perche hommes,30,,KSA,Hussain Asim AL HIZAM,,
Athletisme,Saut a la perche hommes,31,,NOR,Pal Haugen LILLEFOSSE,,
Boxe,63 5kg hommes,1,O,CUB,Erislandy ALVAREZ,,
Boxe,63 5kg hommes,2,A,FRA,Sofiane OUMIHA,,
Boxe,63 5kg hommes,3,B,GEO,Lasha GURULI,,
Boxe,63 5kg hommes,4,B,CAN,Wyatt SANFORD,,
Boxe,63 5kg hommes,5,=5,THA,Bunjong SINSIRI,,
Boxe,63 5kg hommes,6,=5,HUN,Richard KOVACS,,
Boxe,63 5kg hommes,7,=5,KAZ,Bazarbay Uulu MUKHAMMEDSABYR,,
Boxe,63 5kg hommes,8,=5,UZB,Ruslan ABDULLAEV,,
Boxe,63 5kg hommes,9,=9,ALG,Jugurtha AIT BEKKA,,
Boxe,63 5kg hommes,10,=9,JOR,Obada ALKASBEH,,
Boxe,63 5kg hommes,11,=9,AZE,Malik HASANOV,,
Boxe,63 5kg hommes,12,=9,BUL,Radoslav Simeonov ROSENOV,,
Boxe,63 5kg hommes,13,=9,VEN,Jesus Nazaret COVA ROMERO,,
Boxe,63 5kg hommes,14,=9,AUS,Harrison GARSIDE,,
Boxe,63 5kg hommes,15,=9,TPE,Chu-En LAI,,
Boxe,63 5kg hommes,16,=9,MEX,Miguel Angel MARTINEZ RAMIREZ,,
Boxe,63 5kg hommes,17,=17,PNG,John UME,,
Boxe,63 5kg hommes,18,=17,ESP,Oier IBARRECHE CONDE,,
Boxe,63 5kg hommes,19,=17,IRL,Dean CLANCY,,
Boxe,63 5kg hommes,20,=17,TJK,Bakhodur USMONOV,,
Cyclisme-sur-piste,Omnium femmes,1,O,USA,Jennifer VALENTE,144,
Cyclisme-sur-piste,Omnium femmes,2,A,POL,Daria PIKULIK,131,
Cyclisme-sur-piste,Omnium femmes,3,B,NZL,Ally WOLLASTON,125,
Cyclisme-sur-piste,Omnium femmes,4,4,BEL,Lotte KOPECKY,116,
Cyclisme-sur-piste,Omnium femmes,5,5,AUS,Georgia BAKER,108,
Cyclisme-sur-piste,Omnium femmes,6,6,NED,Maike VAN DER DUIN,106,
Cyclisme-sur-piste,Omnium femmes,7,7,DEN,Amalie DIDERIKSEN,105,
Cyclisme-sur-piste,Omnium femmes,8,8,NOR,Anita Yvonne STENBERG,102,
Cyclisme-sur-piste,Omnium femmes,9,9,CAN,Maggie COLES-LYSTER,101,
Cyclisme-sur-piste,Omnium femmes,10,10,IRL,Lara GILLESPIE,99,
Cyclisme-sur-piste,Omnium femmes,11,11,LTU,Olivija BALEISYTE,80,
Cyclisme-sur-piste,Omnium femmes,12,12,SUI,Aline SEITZ,69,
Cyclisme-sur-piste,Omnium femmes,13,13,ITA,Letizia PATERNOSTER,64,
Cyclisme-sur-piste,Omnium femmes,14,14,POR,Maria MARTINS,61,
Cyclisme-sur-piste,Omnium femmes,15,15,GBR,Neah EVANS,52,
Cyclisme-sur-piste,Omnium femmes,16,16,FRA,Valentine FORTIN,50,
Cyclisme-sur-piste,Omnium femmes,17,17,JPN,Yumi KAJIHARA,44,
Cyclisme-sur-piste,Omnium femmes,18,18,GER,Franziska BRAUSSE,41,
Cyclisme-sur-piste,Omnium femmes,19,19,CHN,Jiali LIU,38,
Cyclisme-sur-piste,Omnium femmes,20,20,HKG,Sze Wing LEE,26,
Cyclisme-sur-piste,Omnium femmes,21,21,EGY,Ebtissam ZAYED AHMED,15,
Cyclisme-sur-piste,Omnium femmes,22,22,MEX,Victoria VELASCO FUENTES,-32,
Boxe,80kg h,1,O,UKR,Oleksandr KHYZHNIAK,,
Boxe,80kg h,2,A,KAZ,Nurbek ORALBAY,,
Boxe,80kg h,3,B,CUB,Arlen LOPEZ,,
Boxe,80kg h,4,B,DOM,Cristian Javier PINALES,,
Boxe,80kg h,5,=5,BRA,Wanderley DE SOUZA PEREIRA,,
Boxe,80kg h,6,=5,AZE,Murad ALLAHVERDIYEV,,
Boxe,80kg h,7,=5,UZB,Turabek KHABIBULLAEV,,
Boxe,80kg h,8,=5,CRO,Gabrijel VEOCIC,,
Boxe,80kg h,9,=9,HUN,Pylyp AKILOV,,
Boxe,80kg h,10,=9,AUS,Callum PETERS,,
Boxe,80kg h,11,=9,TUR,Kaan AYKUTSUN,,
Boxe,80kg h,12,=9,CHN,Erbieke TUOHETA,,
Boxe,80kg h,13,=9,HAI,Cedrick BELONY-DULIEPRE,,
Boxe,80kg h,14,=9,EGY,Abdelrahman SALAH ORABI ABDELGAWWAD,,
Boxe,80kg h,15,=9,PHI,Eumir MARCIAL,,
Boxe,80kg h,16,=9,JOR,Hussein IASHAISH,,
Boxe,80kg h,17,=17,THA,Weerapon JONGJOHO,,
Boxe,80kg h,18,=17,ITA,Salvatore CAVALLARO,,
Taekwondo,67kg f,1,O,HUN,Viviana MARTON,,
Taekwondo,67kg f,2,A,SRB,Aleksandra PERISIC,,
Taekwondo,67kg f,3,B,BEL,Sarah CHAARI,,
Taekwondo,67kg f,4,B,USA,Kristina TEACHOUT,,
Taekwondo,67kg f,5,=5,CHN,Jie SONG,,
Taekwondo,67kg f,6,=5,UZB,Ozoda SOBIRJONOVA,,
Taekwondo,67kg f,7,=7,CIV,Ruth Marie Christelle GBAGBI,,
Taekwondo,67kg f,8,=7,THA,Sasikarn TONGCHAN,,
Taekwondo,67kg f,9,=9,EGY,Aya SHEHATA,,
Taekwondo,67kg f,10,=9,JOR,Julyana AL-SADEQ,,
Taekwondo,67kg f,11,=11,BRA,Caroline SANTOS,,
Taekwondo,67kg f,12,=11,DOM,Madelyn Andrea RODRIGUEZ,,
Taekwondo,67kg f,13,=11,ESP,Cecilia CASTRO BURGOS,,
Taekwondo,67kg f,14,=11,FIJ,Lolohea NAVUGA NAITASI,,
Taekwondo,67kg f,15,=11,FRA,Magda WIET HENIN,,
Taekwondo,67kg f,16,=11,NGR,Elizabeth Oluchi ANYANACHO,,
Athletisme,Lancer du disque hommes,1,O,JAM,Roje STONA,70.00,
Athletisme,Lancer du disque hommes,2,A,LTU,Mykolas ALEKNA,69.97,
Athletisme,Lancer du disque hommes,3,B,AUS,Matthew DENNY,69.31,
Athletisme,Lancer du disque hommes,4,4,SLO,Kristjan CEH,68.41,
Athletisme,Lancer du disque hommes,5,5,AUT,Lukas WEISSHAIDINGER,67.54,
Athletisme,Lancer du disque hommes,6,6,GER,Clemens PRUFER,67.41,
Athletisme,Lancer du disque hommes,7,7,SWE,Daniel STAHL,66.95,
Athletisme,Lancer du disque hommes,8,8,LTU,Andrius GUDZIUS,66.55,
Athletisme,Lancer du disque hommes,9,9,JAM,Ralford MULLINGS,65.61,
Athletisme,Lancer du disque hommes,10,10,JAM,Traves SMIKLE,64.97,
Athletisme,Lancer du disque hommes,11,11,ROU,Alin Alexandru FIRFIRICA,64.45,
Athletisme,Lancer du disque hommes,12,12,SAM,Alex ROSE,61.89,
Athletisme,Lancer du disque hommes,13,,COL,Mauricio ORTEGA,,
Athletisme,Lancer du disque hommes,14,,GER,Mika SOSNA,,
Athletisme,Lancer du disque hommes,15,,RSA,Victor HOGAN,,
Athletisme,Lancer du disque hommes,16,,CUB,Mario Alberto DIAZ,,
Athletisme,Lancer du disque hommes,17,,NZL,Connor BELL,,
Athletisme,Lancer du disque hommes,18,,FRA,Tom REUX,,
Athletisme,Lancer du disque hommes,19,,CRO,Martin MARKOVIC,,
Athletisme,Lancer du disque hommes,20,,LTU,Martynas ALEKNA,,
Athletisme,Lancer du disque hommes,21,,GER,Henrik JANSSEN,,
Athletisme,Lancer du disque hommes,22,,CHI,Claudio ROMERO,,
Athletisme,Lancer du disque hommes,23,,USA,Sam MATTIS,,
Athletisme,Lancer du disque hommes,24,,GBR,Nicholas PERCY,,
Athletisme,Lancer du disque hommes,25,,USA,Joseph BROWN,,
Athletisme,Lancer du disque hommes,26,,USA,Andrew EVANS,,
Athletisme,Lancer du disque hommes,27,,BEL,Philip MILANOV,,
Athletisme,Lancer du disque hommes,28,,RSA,Francois PRINSLOO,,
Athletisme,Lancer du disque hommes,29,,ALG,Oussama KHENNOUSSI,,
Athletisme,Lancer du disque hommes,30,,ECU,Juan CAICEDO,,
Athletisme,Lancer du disque hommes,31,,GBR,Lawrence OKOYE,,
Athletisme,Lancer du disque hommes,32,,FRA,Lolassonn DJOUHAN,,
Tir,Carabine air comprime 10m equipe mixte,1,O,CHN,Yuting HUANG / Lihao SHENG,,
Tir,Carabine air comprime 10m equipe mixte,2,A,KOR,Jihyeon KEUM / Hajun PARK,,
Tir,Carabine air comprime 10m equipe mixte,3,B,KAZ,Alexandra LE / Islam SATPAYEV,17,
Tir,Carabine air comprime 10m equipe mixte,4,4,GER,Anna JANSSEN / Maximilian ULBRICH,5,
Tir,Carabine air comprime 10m equipe mixte,5,5,NOR,Jeanette Hegg DUESTAD / Jon-Hermann HEGG,,
Tir,Carabine air comprime 10m equipe mixte,6,6,IND,Ramita RAMITA / Arjun BABUTA,,
Tir,Carabine air comprime 10m equipe mixte,7,7,MEX,Goretti Alejandra ZUMAYA FLORES / Edson Ismael RAMIREZ RAMOS,,
Tir,Carabine air comprime 10m equipe mixte,8,8,CHN,Jiayu HAN / Linshu DU,,
Tir,Carabine air comprime 10m equipe mixte,9,9,FRA,Manon HERBULOT / Romain AUFRERE,,
Tir,Carabine air comprime 10m equipe mixte,10,10,POL,Aneta STANKIEWICZ / Tomasz BARTNIK,,
Tir,Carabine air comprime 10m equipe mixte,11,11,EGY,Mai Magdy ELSAYED ABUQARN / Mohamed HAMDY ABDELKADER,,
Tir,Carabine air comprime 10m equipe mixte,12,12,IND,Elavenil VALARIVAN / Sandeep SINGH,,
Tir,Carabine air comprime 10m equipe mixte,13,13,USA,Mary Carolynn TUCKER / Rylan William KISSELL,,
Tir,Carabine air comprime 10m equipe mixte,14,14,FRA,Oceanne MULLER / Lucas Bernard Denis KRYZS,,
Tir,Carabine air comprime 10m equipe mixte,15,15,AUT,Nadine UNGERANK / Martin STREMPFL,,
Tir,Carabine air comprime 10m equipe mixte,16,16,MGL,Yesugen OYUNBAT / Bayaraa NYANTAI,,
Tir,Carabine air comprime 10m equipe mixte,17,17,ITA,Barbara GAMBARO / Danilo Dennis SOLLAZZO,,
Tir,Carabine air comprime 10m equipe mixte,18,18,USA,Sagen MADDALENA / Ivan ROE,,
Tir,Carabine air comprime 10m equipe mixte,19,19,ARG,Fernanda RUSSO / Marcelo Julian GUTIERREZ,,
Tir,Carabine air comprime 10m equipe mixte,20,20,HUN,Eszter MESZAROS / Istvan PENI,,
Tir,Carabine air comprime 10m equipe mixte,21,21,NOR,Synnoeve BERG / Ole Martin HALVORSEN,,
Tir,Carabine air comprime 10m equipe mixte,22,22,KOR,Hyojin BAN / Daehan CHOE,,
Tir,Carabine air comprime 10m equipe mixte,23,23,POL,Julia Ewa PIOTROWSKA / Maciej KOWALEWICZ,,
Tir,Carabine air comprime 10m equipe mixte,24,24,CZE,Veronika BLAZICKOVA / Jiri PRIVRATSKY,,
Tir,Carabine air comprime 10m equipe mixte,25,25,JPN,Misaki NOBATA / Naoya OKADA,,
Tir,Carabine air comprime 10m equipe mixte,26,26,GBR,Seonaid MCINTOSH / Michael BARGERON,,
Tir,Carabine air comprime 10m equipe mixte,27,27,KAZ,Arina ALTUKHOVA / Konstantin MALINOVSKIY,,
Tir,Carabine air comprime 10m equipe mixte,28,28,EGY,Remas KHALIL / Ibrahim Ahmad Mohammad KORAYIEM,,
Judo,Plus de 100kg h,1,O,FRA,Teddy RINER,,
Judo,Plus de 100kg h,2,A,KOR,Minjong KIM,,
